nm,CIE 1924 - V(lbd) ,CIE 1951 - V'(lbd),CIE 1931 - x2,CIE 1931 - y2,CIE 1931 - z2,CIE 1964 - x10,CIE 1964 - y10,CIE 1964 - z10
411,0.00136209100000000000,0.03916000000000000000,0.048995600000,0.001362091000,0.233692100000,0.09504100000000000000,0.00981600000000000000,0.43797000000000000000
412,0.00153075200000000000,0.04390000000000000000,0.055022600000,0.001530752000,0.262611400000,0.10583600000000000000,0.01091800000000000000,0.48922000000000000000
413,0.00172036800000000000,0.04900000000000000000,0.061718800000,0.001720368000,0.294774600000,0.11706600000000000000,0.01205800000000000000,0.54290000000000000000
414,0.00193532300000000000,0.05450000000000000000,0.069212000000,0.001935323000,0.330798500000,0.12868200000000000000,0.01323700000000000000,0.59881000000000000000
415,0.00218000000000000000,0.06040000000000000000,0.077630000000,0.002180000000,0.371300000000,0.14063800000000000000,0.01445600000000000000,0.65676000000000000000
416,0.00245480000000000000,0.06680000000000000000,0.086958110000,0.002454800000,0.416209100000,0.15289300000000000000,0.01571700000000000000,0.71658000000000000000
417,0.00276400000000000000,0.07360000000000000000,0.097176720000,0.002764000000,0.465464200000,0.16541600000000000000,0.01702500000000000000,0.77812000000000000000
418,0.00311780000000000000,0.08080000000000000000,0.108406300000,0.003117800000,0.519694800000,0.17819100000000000000,0.01839900000000000000,0.84131000000000000000
419,0.00352640000000000000,0.08850000000000000000,0.120767200000,0.003526400000,0.579530300000,0.19121400000000000000,0.01984800000000000000,0.90611000000000000000
420,0.00400000000000000000,0.09660000000000000000,0.134380000000,0.004000000000,0.645600000000,0.20449200000000000000,0.02139100000000000000,0.97254200000000000000
421,0.00454624000000000000,0.10520000000000000000,0.149358200000,0.004546240000,0.718483800000,0.21765000000000000000,0.02299200000000000000,1.03890000000000000000
422,0.00515932000000000000,0.11410000000000000000,0.165395700000,0.005159320000,0.796713300000,0.23026700000000000000,0.02459800000000000000,1.10310000000000000000
423,0.00582928000000000000,0.12350000000000000000,0.181983100000,0.005829280000,0.877845900000,0.24231100000000000000,0.02621300000000000000,1.16510000000000000000
424,0.00654616000000000000,0.13340000000000000000,0.198611000000,0.006546160000,0.959439000000,0.25379300000000000000,0.02784100000000000000,1.22490000000000000000
425,0.00730000000000000000,0.14360000000000000000,0.214770000000,0.007300000000,1.039050100000,0.26473700000000000000,0.02949700000000000000,1.28250000000000000000
426,0.00808650700000000000,0.15410000000000000000,0.230186800000,0.008086507000,1.115367300000,0.27519500000000000000,0.03119500000000000000,1.33820000000000000000
427,0.00890872000000000000,0.16510000000000000000,0.244879700000,0.008908720000,1.188497100000,0.28530100000000000000,0.03292700000000000000,1.39260000000000000000
